F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Class
10.31,25.65,29.22,-5.86,13,4.71,-0.3,-0.92,-2.85,2,28.86,-260.52,0.46,1.52,TRUE
8.23,79.65,51.22,-13.26,320,30.75,1.47,-8.36,8.94,20,16.29,-461.52,-11.5,20.1,TRUE
5.93,39.65,51.22,-11.51,215,15,2.82,-4.42,9.18,20,16.17,-456.52,-6.26,18.2,FALSE
6.57,59.65,31.22,-12.46,65,19.65,2.28,-10.98,9.51,20,14.7,-421.52,-8.56,16.7,TRUE
6.99,79.65,51.22,-10.71,25,20.85,1.47,-7.48,8.79,20,21.36,-341.52,-4.92,14.8,FALSE
10.89,20.65,25.22,-5.98,65,4.23,3.66,0.1,-5.34,2,28.17,-252.52,0.66,1.12,FALSE
5.57,89.65,31.22,-13.11,240,42.9,2.19,-8.76,12.42,20,29.4,-266.52,-8.9,15.3,TRUE
10.57,29.65,27.22,-6.1,1,0.09,0.63,0.12,-4.89,2,32.52,-259.52,-1.18,0.6,FALSE
10.77,23.65,29.22,-5.63,15,5.04,0.45,0.72,-6.33,2,28.62,-268.52,-0.46,1.18,FALSE
12.7,34.65,25.22,-6.17,2,2.58,8.97,1.92,-3.06,2,39.48,-246.52,1.4,0.96,TRUE
6.21,109.65,31.22,-13.16,130,29.1,6.06,-9.14,8.13,20,16.77,-446.52,-3.1,11.4,FALSE
12.04,16.65,29.22,-5.94,16,2.28,6.6,-1.4,-7.83,2,30.87,-262.52,-1.5,1.88,TRUE
12.27,11.65,25.22,-5.91,9,1.17,4.62,1.48,-6.09,0,28.8,-262.52,1.6,0.2,FALSE
9.49,114.65,31.22,-10.41,295,42.9,8.34,-1.62,-2.16,20,18.36,-281.52,-7.58,10.4,FALSE
5.51,54.65,31.22,-12.36,340,39.45,15.27,-10.86,10.2,20,16.14,-456.52,-11.32,18.9,FALSE
11.85,36.65,21.22,-5.78,15,3.03,6.12,-0.58,-7.68,2,29.4,-251.52,2.24,1.82,FALSE
5.55,-40.35,51.22,-12.81,360,29.25,1.59,-9.46,10.44,20,15.99,-256.52,-11.34,11.7,TRUE
10.72,31.65,21.22,-5.75,7,2.43,2.34,1.4,-3.96,2,32.07,-233.52,-1.28,1.86,TRUE
10.52,19.65,25.22,-5.81,9,4.38,6.75,10.64,-9.78,2,35.16,-262.52,-1.18,1.22,FALSE
9.77,39.65,51.22,-10.86,260,18.15,5.52,-1.84,0.69,10,16.35,-456.52,-9.5,12.9,FALSE
10.36,26.65,25.22,-6.02,9,3,4.68,3.16,-10.68,2,33.69,-227.52,-1.26,0.36,FALSE
10.94,13.65,29.22,-5.38,9,4.8,4.95,5.48,-3.6,2,29.7,-233.52,5.68,0.32,TRUE
5.93,44.65,51.22,-11.46,140,41.25,4.14,-10.14,9.63,20,18.45,-286.52,-2.88,13.5,FALSE
10.05,19.65,29.22,-6.32,11,4.95,-0.3,0.4,-3.24,2,27.63,-265.52,2.08,1.78,TRUE
10.89,26.65,29.22,-5.43,3,3.66,0.84,0.44,-5.67,2,43.47,-254.52,-0.32,1.56,FALSE
10.82,30.65,21.22,-6.29,62,2.97,2.88,-2.26,-3.48,2,28.59,-234.52,-2.26,1.9,TRUE
10.88,43.65,25.22,-6.13,5,2.1,1.71,4.74,-4.23,2,32.19,-236.52,0.02,1.2,TRUE
6.61,59.65,51.22,-10.91,150,16.65,-0.12,-7.94,9.81,20,27.36,-386.52,-2.46,17.9,FALSE
12.73,24.65,29.22,-5.95,52,5.58,2.01,-1.16,-4.47,2,33.3,-245.52,-0.18,1.44,TRUE
10.82,16.65,25.22,-6.15,13,3.96,3.48,3.04,-2.97,2,30.42,-259.52,1.54,1.58,TRUE
10.85,12.65,29.22,-6.08,13,0.66,0.72,0.28,-2.73,2,29.07,-244.52,1.9,1.14,TRUE
13.55,47.65,21.22,-5.77,14,5.31,1.86,0.1,-4.68,2,27.63,-244.52,0.84,1.48,FALSE
5.21,24.65,41.22,-13.91,315,20.55,4.89,-10.42,11.76,20,12.63,-271.52,-10.44,10.3,FALSE
11.42,38.65,25.22,-5.92,10,2.13,1.23,1.9,-8.76,2,30.75,-232.52,0.98,1.56,TRUE
10.4,44.65,21.22,-6.07,6,4.98,7.56,-0.02,-3.03,2,30.6,-241.52,-0.98,1.56,TRUE
10.25,34.65,25.22,-6.16,10,3.3,3.9,-0.46,-2.97,2,28.71,-247.52,-1.16,0.92,TRUE
7.9,94.65,31.22,-11.11,125,24.75,3.72,-7.86,-8.55,20,19.05,-366.52,-4.66,10.9,FALSE
10.77,36.65,25.22,-6.13,18,4.23,4.17,-1.42,-3.3,2,28.62,-260.52,-1.24,0.62,FALSE
7.14,29.65,51.22,-12.21,260,29.55,7.23,-9.02,6.42,20,29.58,-286.52,-7.42,11,FALSE
11.67,16.65,29.22,-5.36,19,1.83,8.43,-0.26,-5.25,2,29.34,-244.52,5.3,1.72,FALSE
5.78,99.65,51.22,-11.71,190,25.65,-0.18,-4.88,9.87,20,13.65,-351.52,-11.1,20.3,TRUE
11.11,28.65,29.22,-5.43,46,5.64,9.18,0.06,-4.05,2,30.66,-248.52,-0.9,1.82,FALSE
6.38,-40.35,71.22,-12.86,350,16.05,-1.11,-9.72,7.74,20,18.57,-366.52,-4.98,12,FALSE
5.74,29.65,31.22,-14.56,35,17.4,-2.07,-10.6,12.78,20,12.27,-331.52,-6.46,10.6,TRUE
8.03,84.65,31.22,-13.81,310,44.4,8.01,-0.16,11.16,20,14.85,-356.52,-9.26,10.3,FALSE
12.44,35.65,21.22,-6.3,30,3.72,2.4,0.94,-7.47,2,29.34,-247.52,-0.94,1.16,TRUE
6.63,109.65,31.22,-11.56,230,41.25,5.52,-10.86,10.11,20,16.5,-351.52,-8.7,17.4,FALSE
12.63,19.65,29.22,-6.22,57,5.82,3.48,1.68,-6.78,2,27.9,-267.52,0,0.06,FALSE
10.75,47.65,25.22,-6.02,9,3.93,1.98,-1.62,-8.79,2,28.83,-251.52,-0.36,1.56,TRUE
10.61,23.65,25.22,-5.42,13,3.45,2.7,2.12,-3.3,2,28.47,-246.52,-0.78,1.34,FALSE
12.62,11.65,29.22,-6.2,66,4.74,1.11,1.88,-9.36,2,30.57,-265.52,-1.68,1.54,TRUE
6.47,44.65,51.22,-11.86,350,35.55,0.36,-7.78,8.13,20,20.64,-366.52,-8.68,11.5,FALSE
7.68,-0.35,51.22,-10.31,135,41.55,-3.81,-4.18,-4.14,20,21.48,-361.52,-6.86,11.2,FALSE
13.34,47.65,25.22,-5.78,31,4.68,3.57,-0.44,-8.76,2,31.56,-266.52,1.1,1.18,FALSE
6.67,24.65,41.22,-12.06,185,38.4,-2.55,-7.48,6.3,20,16.32,-446.52,-9.7,14.1,FALSE
11.7,-80.35,51.22,-11.61,110,18,-3.45,-8.02,5.01,20,20.4,-426.52,-6.66,11.3,FALSE
10.59,16.65,29.22,-5.56,3,1.2,0.21,2.02,-3.36,2,30.75,-237.52,-1.24,1.72,TRUE
11.28,14.65,29.22,-6.18,22,6.03,1.29,0.04,-3.63,2,32.64,-270.52,0.08,1.64,TRUE
10.56,33.65,21.22,-6.25,13,6.09,2.16,-1.6,-4.83,2,35.97,-254.52,1.56,2,TRUE
11.19,26.65,29.22,-5.89,13,5.73,0.48,-0.3,-6.66,2,29.37,-269.52,2.72,1.3,TRUE
10.69,48.65,21.22,-5.99,20,5.1,1.08,3.66,-9.03,2,31.02,-242.52,-0.64,1.6,TRUE
11.07,20.65,29.22,-6.22,18,1.2,2.7,-1.44,-6.33,2,28.47,-244.52,3.64,0.36,FALSE
6.51,119.65,31.22,-12.76,355,24.15,8.97,-10.58,10.05,20,14.82,-361.52,-10.04,13.1,FALSE
11.94,44.65,19.22,-6.1,0,2.49,2.4,-1.66,-3.99,2,27.72,-258.52,-1.26,1.44,TRUE
6.61,-20.35,51.22,-11.46,145,16.05,4.5,-9.16,7.86,20,18.48,-306.52,-6.88,11.5,FALSE
7.42,64.65,31.22,-11.56,255,19.65,4.11,-7.5,3.42,20,22.11,-426.52,-4.4,10.5,FALSE
12.82,18.65,25.22,-5.79,16,6.21,0.63,3.74,-11.61,2,31.71,-271.52,-1.48,1.56,TRUE
10.28,26.65,29.22,-6.2,1,4.05,-0.21,-1.32,-5.1,2,30.51,-230.52,-1.64,2.06,TRUE
7.53,19.65,51.22,-11.61,65,19.5,-1.29,-4.78,8.31,20,15.42,-426.52,-3.78,15.4,FALSE
11.07,21.65,29.22,-6.2,11,2.85,0.84,1.56,-4.2,2,28.11,-261.52,3.22,1.24,TRUE
10.8,34.65,21.22,-6.21,7,3.48,2.52,-0.6,-5.85,2,28.41,-245.52,0.42,0.6,FALSE
10.34,10.65,29.22,-6,3,0.96,2.4,-1.2,-4.8,2,29.91,-267.52,-0.8,2,TRUE
12.09,30.65,21.22,-6.01,26,0.45,11.73,-1.48,-3.93,2,38.04,-244.52,-1.26,1.74,TRUE
9.03,94.65,31.22,-10.56,220,20.7,3.87,-0.32,2.85,20,20.61,-386.52,-3.9,10.6,FALSE
10.86,47.65,21.22,-6.03,40,5.34,2.28,-1.58,-8.82,2,28.8,-259.52,2.58,1.9,TRUE
10.89,29.65,23.22,-6.25,9,0.36,6.9,-0.02,-11.52,2,38.58,-242.52,2.02,0.96,TRUE
10.86,12.65,29.22,-6.02,62,0.33,2.61,-1.14,-4.08,2,28.29,-268.52,-1.32,1.8,TRUE
12.02,31.65,21.22,-6.17,12,0.84,2.28,0.42,-3.45,2,30.27,-262.52,-0.7,1.68,TRUE
12.43,18.65,29.22,-6.01,2,0.33,2.94,1.12,-8.43,2,27.78,-248.52,-1.02,0.02,FALSE
11.49,35.65,21.22,-5.8,3,1.56,1.77,-1.72,-3.51,2,27.39,-229.52,2.16,1.8,TRUE
11.4,27.65,29.22,-5.69,12,4.59,3.48,0.54,-8.82,2,35.58,-265.52,4.06,1.18,FALSE
11.35,24.65,29.22,-6.17,6,3.12,2.97,-0.02,-3.18,2,30.51,-233.52,-0.26,0.7,TRUE
5.62,-35.35,51.22,-12.41,285,18.75,1.38,-10.46,9.6,20,12.96,-271.52,-7.44,13.2,TRUE
6.22,89.65,51.22,-13.51,135,18.3,1.71,-7.66,9.87,20,12.51,-366.52,-10.52,14.9,TRUE
7.45,89.65,51.22,-11.06,130,19.65,2.73,-7.52,0.15,20,25.95,-461.52,-2.2,13.5,FALSE
5.82,129.65,51.22,-13.26,235,20.4,9.9,-6.42,12.06,20,16.17,-261.52,-12.42,16.1,TRUE
4.86,-40.35,51.22,-14.51,250,18.15,-0.48,-7.98,3.36,20,13.14,-331.52,-10.84,14.4,TRUE
5.78,94.65,31.22,-11.21,150,41.7,3.75,-10.16,5.31,20,14.58,-276.52,-11.06,15.9,TRUE
10.41,11.65,29.22,-6.18,2,3.18,1.65,-1.24,-2.82,2,30.75,-264.52,-1.52,0.4,TRUE
5.67,39.65,31.22,-12.56,265,29.85,2.04,-10.1,9.78,20,13.35,-406.52,-8.3,18.8,TRUE
10.28,14.65,29.22,-6.22,42,0.87,13.53,-0.68,-2.22,2,28.77,-250.52,-1.12,1.52,TRUE
6.41,89.65,51.22,-11.16,120,15.15,1.47,-8.06,2.55,20,14.67,-376.52,-9.24,18.6,FALSE
6.54,64.65,51.22,-11.46,50,29.55,-3.78,-5.02,5.64,20,16.86,-411.52,-8.18,17.2,TRUE
6.86,-30.35,51.22,-12.46,285,28.35,2.22,-11.94,12.21,20,19.11,-331.52,-11.06,19.2,TRUE
14.42,18.65,29.22,-5.99,21,1.74,0.63,-0.8,-3.48,2,32.37,-237.52,-0.56,0.1,FALSE
6.63,-15.35,71.22,-11.71,355,23.85,-1.56,-10.86,11.94,10,15.6,-296.52,-10.1,12.8,TRUE
9.63,99.65,31.22,-11.36,15,24.6,0.18,-9.9,9.36,20,26.67,-366.52,-11.16,19.5,TRUE
6.01,109.65,51.22,-12.56,330,41.1,3.27,-4.5,6.42,20,22.26,-396.52,-8.6,16,FALSE
10.85,42.65,21.22,-6.13,4,3.87,8.79,0,-6.18,2,37.59,-240.52,5.44,0,FALSE
12.08,13.65,25.22,-6.28,33,2.16,5.37,0.1,-2.64,2,29.13,-254.52,-0.72,0.18,FALSE
7.02,124.65,31.22,-11.81,145,18.6,8.31,-7.68,10.65,20,13.11,-296.52,-1.96,17.8,FALSE
11.23,19.65,29.22,-6.01,13,5.7,1.47,0.64,-7.86,2,28.11,-226.52,1.24,0.24,TRUE
10.53,20.65,29.22,-6.13,55,2.64,0.99,0.18,-5.1,2,29.88,-266.52,-1.2,0.8,FALSE
5.01,114.65,31.22,-15.21,125,16.2,4.08,-12.08,12.48,20,12,-341.52,-12.34,12.8,TRUE
13.85,44.65,25.22,-5.93,5,5.52,0.87,-1.22,-6,2,29.49,-234.52,-1.42,1.18,TRUE
9.08,99.65,51.22,-12.01,355,27.3,4.32,-9.8,10.59,20,21.78,-251.52,-10.9,12,FALSE
7.51,-55.35,51.22,-12.01,225,30.45,2.16,-11,11.79,20,13.65,-271.52,-9.18,15.4,TRUE
9.02,24.65,61.22,-11.66,65,15.6,4.77,-6.2,7.29,20,19.92,-371.52,-10.7,16.5,TRUE
9.71,-35.35,71.22,-11.66,235,44.55,2.46,-9.24,2.31,20,17.4,-361.52,-4.34,12.8,FALSE
11.45,11.65,25.22,-6.05,15,1.8,3.27,3.18,-4.68,2,27.9,-233.52,1.12,0.96,TRUE
10.38,14.65,29.22,-6.18,49,1.02,3.78,4.84,-5.28,2,34.8,-249.52,0.02,1.94,TRUE
5.23,134.65,31.22,-15.01,200,21.3,6.87,-10.6,12.78,20,16.92,-381.52,-12.14,14.6,FALSE
10.9,29.65,27.22,-6.08,43,1.56,12.39,1.94,-8.79,2,28.5,-236.52,1.32,1.74,TRUE
15.53,16.65,25.22,-6.05,7,0.03,5.76,-1.12,-4.56,2,29.76,-236.52,-0.38,0.14,FALSE
8.61,-50.35,51.22,-11.01,190,43.5,1.8,-7.76,5.79,20,20.46,-446.52,-6.84,13.7,FALSE
10.29,21.65,25.22,-5.98,19,2.34,4.02,0.28,-3.63,2,27.87,-265.52,-1.22,1.54,FALSE
9.7,-10.35,51.22,-11.66,360,20.7,8.31,-8.8,6.93,20,16.74,-361.52,-5.68,11.5,FALSE
10.31,27.65,29.22,-6.16,15,4.47,0.24,-0.62,-7.59,2,35.43,-268.52,-1.14,0.46,TRUE
8.31,19.65,71.22,-11.81,205,20.7,-2.16,-7.06,7.71,20,15.27,-311.52,-9.38,14.9,TRUE
5.7,79.65,31.22,-12.91,380,28.8,4.05,-12.12,-1.26,20,11.28,-236.52,-12.06,19.3,FALSE
10.6,17.65,25.22,-6.05,2,3.54,1.8,1.76,-3.78,2,34.32,-231.52,0.02,0.38,TRUE
10.82,11.65,29.22,-5.36,35,5.37,1.47,3.3,-6.63,2,30,-259.52,-1.22,1.92,TRUE
11.2,18.65,29.22,-6.17,72,0.48,5.16,5.4,-11.34,2,41.49,-253.52,-1.6,1.46,TRUE
7.74,74.65,31.22,-11.66,35,20.85,-1.29,-8.86,7.65,20,16.86,-381.52,-3.78,11.8,FALSE
5.52,89.65,31.22,-14.91,305,31.65,2.43,-10.38,12.87,20,14.52,-281.52,-11.64,11.5,TRUE
11.7,-20.35,71.22,-11.06,350,38.85,0.54,-8.96,3.54,20,19.65,-266.52,-9.26,10.7,FALSE
10.3,13.65,29.22,-5.6,32,0.69,0.93,1.28,-5.28,2,27.9,-238.52,3.56,1.88,FALSE
8.64,24.65,61.22,-10.81,360,22.65,1.35,-3.96,5.97,20,18.33,-326.52,-3.38,11.9,FALSE
5.91,64.65,31.22,-12.46,80,20.25,2.85,-11.38,6.96,20,14.61,-281.52,-10.02,14.6,TRUE
6.37,24.65,41.22,-10.71,180,21.15,0.18,-7.22,5.64,20,20.13,-226.52,-9.04,11.8,FALSE
10.96,29.65,27.22,-6.24,38,5.1,4.98,7.44,-2.7,2,27.33,-265.52,-1.02,1.08,FALSE
10.99,17.65,25.22,-6.09,42,0.12,3.72,-0.34,-7.2,2,27.45,-242.52,0,1.28,TRUE
11.08,13.65,29.22,-5.87,23,3,4.83,0.08,-7.17,2,28.83,-232.52,1.84,0.86,TRUE
11.37,7.65,29.22,-5.54,10,2.46,-0.12,-1.1,-5.7,2,37.08,-227.52,1.46,0.94,TRUE
12.95,45.65,21.22,-5.92,6,3.12,11.85,1.3,-16.38,2,32.25,-250.52,-0.76,1.38,FALSE
14.29,13.65,25.22,-6.16,9,1.71,0.72,0.46,-3.6,2,27.51,-244.52,-0.12,0.46,TRUE
5.67,39.65,31.22,-14.21,360,38.25,4.05,-10.96,13.41,20,20.49,-261.52,-10.38,12.5,TRUE
11.51,10.65,27.22,-5.39,0,1.02,0.27,-1,-10.53,2,31.92,-235.52,1.54,1.52,FALSE
5.64,44.65,51.22,-10.91,65,27.45,0.57,-10.18,9.57,20,14.37,-281.52,-7.48,17.3,TRUE
13.87,20.65,25.22,-6.24,15,2.16,13.59,2.02,-15.21,2,29.94,-262.52,2.24,0.66,FALSE
9.96,44.65,51.22,-11.86,100,32.85,-0.36,-7.8,5.91,20,17.07,-451.52,-6.58,13.5,FALSE
10.39,34.65,25.22,-6.03,5,4.92,1.02,2.52,-4.2,2,30.48,-248.52,-1.52,0.24,FALSE
11.41,40.65,25.22,-5.96,10,3.12,4.5,-1.28,-5.28,2,33.69,-228.52,-1.62,0.1,FALSE
11.08,19.65,25.22,-5.95,41,4.05,0.84,0.76,-3.18,2,28.8,-248.52,1.7,0.14,FALSE
7.71,59.65,51.22,-10.36,30,27.3,-3.33,-2.76,3.54,20,23.31,-416.52,-7.36,13.9,FALSE
10.38,28.65,29.22,-6.17,72,3.12,9.15,-0.26,-3.42,2,27.42,-239.52,-0.62,0.9,TRUE
10.38,30.65,21.22,-6.25,8,4.17,1.05,-1.84,-2.76,2,27.87,-238.52,-0.28,0.88,TRUE
11.73,20.65,29.22,-6.13,5,5.82,0.24,0.56,-3.6,2,34.65,-246.52,0.08,1.22,TRUE
10.43,38.65,25.22,-5.43,8,6.06,4.95,1.64,-4.62,2,29.4,-236.52,-1.38,1.36,FALSE
5.97,39.65,51.22,-10.66,220,42.45,-3.3,-7.36,8.61,20,14.67,-316.52,-7.94,18.7,TRUE
10.56,14.65,25.22,-6.25,16,0.27,2.82,-0.64,-2.64,2,31.41,-263.52,-0.82,0.84,FALSE
6.28,29.65,31.22,-10.86,10,25.2,-2.85,-9.2,6.75,20,17.43,-376.52,-3.38,16.9,FALSE
11.83,46.65,25.22,-6.07,26,4.23,1.05,0.36,-6.54,2,27.39,-245.52,1.12,1.16,TRUE
6.59,104.65,51.22,-12.41,165,36.45,6.78,-8.14,-3.21,20,16.35,-341.52,-9.14,12.3,TRUE
7.48,84.65,31.22,-12.71,345,24.9,4.44,-7,-1.11,20,15.57,-436.52,-11.2,17.7,FALSE
7.35,84.65,31.22,-11.26,240,34.5,0.63,-8.46,2.13,20,19.53,-341.52,-8.5,11.3,FALSE
7.2,34.65,51.22,-11.56,10,34.5,5.13,-4.04,6.12,20,18.75,-436.52,-1.82,11.4,FALSE
5.87,-45.35,71.22,-10.51,125,19.5,-3.93,-6.98,9.81,20,17.73,-316.52,-7.16,17.6,FALSE
6.11,44.65,31.22,-11.01,115,36.45,-1.23,-8.06,9.72,20,15.45,-351.52,-3.84,15.9,FALSE
11.43,40.65,25.22,-5.41,1,3.69,1.53,3.66,-9,2,34.23,-249.52,1.18,1.9,FALSE
10.61,22.65,25.22,-6.26,21,0.87,2.79,-1.66,-2.82,0,27.63,-250.52,0,0.52,TRUE
13.84,20.65,25.22,-6.24,8,2.01,2.31,0.54,-10.14,2,28.17,-243.52,0.42,1.42,TRUE
5.92,-5.35,51.22,-13.31,240,21.3,-1.29,-8.12,10.29,20,13.56,-286.52,-9.34,11.6,TRUE
8.27,-35.35,71.22,-10.46,60,28.95,-1.02,-7.58,0.72,20,20.88,-371.52,-8.3,13.8,FALSE
9.77,64.65,51.22,-10.46,185,41.85,-2.43,-7.82,7.08,20,24.75,-401.52,-8.18,14.5,FALSE
7.43,-15.35,51.22,-11.31,145,16.5,-2.13,-1.2,7.47,20,17.31,-466.52,-9.84,18.1,FALSE
10.2,16.65,25.22,-6.21,43,1.68,3.66,-0.56,-13.62,2,28.98,-237.52,3.86,1.64,TRUE
7.04,24.65,61.22,-11.51,315,44.25,-2.58,-8,6.24,20,16.38,-431.52,-7.74,14.3,FALSE
6,89.65,51.22,-12.51,290,17.7,2.61,-7.3,11.34,20,22.23,-341.52,-9.82,13.4,FALSE
12.02,25.65,25.22,-6.14,17,3.48,5.1,-0.18,-6.84,2,29.91,-261.52,2.66,0.32,FALSE
7.36,124.65,31.22,-10.31,340,42.6,4.95,-7.38,4.56,20,28.53,-446.52,-6.54,17.7,FALSE
10.95,50.65,25.22,-5.82,42,4.5,2.1,-0.52,-3.87,2,29.79,-249.52,-0.98,1.28,TRUE
11.67,18.65,29.22,-5.84,8,4.47,0.12,1.54,-8.01,2,33.06,-269.52,-0.56,0.4,TRUE
6.42,-20.35,71.22,-11.36,270,29.7,-2.01,-10.36,9.24,20,18.72,-356.52,-6.6,16.3,TRUE
10.14,28.65,29.22,-6.17,45,4.68,5.61,0.08,-2.28,2,28.35,-234.52,-2,1.78,TRUE
9.61,9.65,51.22,-10.71,40,29.4,-1.56,-8.26,6.06,20,18.78,-461.52,-8.2,16.4,FALSE
12.65,16.65,29.22,-6.28,19,4.77,2.25,0.54,-2.58,2,28.14,-227.52,-1.48,0.24,TRUE
10.43,24.65,29.22,-6.15,41,2.49,1.29,-0.04,-4.11,2,30,-246.52,2.78,0.3,FALSE
11.12,19.65,25.22,-6.02,31,2.01,1.44,4.14,-2.7,2,30.51,-264.52,2.36,1.36,FALSE
6.91,19.65,71.22,-13.26,255,26.25,-2.94,-5.2,8.07,20,15.39,-441.52,-7.52,10.8,FALSE
6.23,39.65,51.22,-14.06,235,21.45,2.04,-5.24,9.51,20,17.49,-441.52,-10.66,11.6,FALSE
5.44,-5.35,51.22,-12.41,295,31.5,1.62,-3.64,9.24,20,13.83,-251.52,-8.5,13.4,TRUE
13.02,24.65,25.22,-6.07,13,1.77,3.6,-1.32,-4.68,2,28.08,-256.52,-0.86,0.92,FALSE
5.91,109.65,31.22,-11.06,60,18.3,3.12,-2.96,5.1,20,20.28,-291.52,-7.18,16.7,FALSE
6.42,-15.35,51.22,-11.96,190,15.75,-1.56,-10.8,8.37,20,16.5,-351.52,-11.34,17.8,TRUE
10.61,49.65,31.22,-10.61,100,29.55,2.52,-1.14,6.51,20,18.9,-301.52,-6.4,10.7,FALSE
7.67,-75.35,51.22,-12.91,350,16.65,2.52,-9.06,8.58,20,18.48,-421.52,-8.68,14.9,FALSE
11.37,26.65,25.22,-6.14,13,4.83,8.55,0.06,-3.6,2,45.69,-234.52,4.22,1.18,TRUE
10.54,32.65,21.22,-6.31,51,3.24,3.39,1.64,-3.36,2,27.81,-239.52,1.54,1.04,TRUE
6.02,109.65,31.22,-12.56,45,31.65,2.76,-8.3,9.51,20,16.83,-401.52,-5.46,13.6,FALSE
8.54,-50.35,71.22,-12.06,330,37.2,-3.81,-7.44,5.31,20,21.24,-461.52,-3,11.2,FALSE
11.32,18.65,25.22,-5.67,38,3.9,0.54,0.82,-3.36,2,31.02,-234.52,3.56,1.24,FALSE
8.12,44.65,51.22,-14.31,140,24,-1.77,-10.38,6.78,20,13.77,-441.52,-9.3,10.3,TRUE
12.14,19.65,29.22,-5.37,33,3.9,2.28,8.46,-11.31,2,29.94,-230.52,0.72,0.92,FALSE
5.48,-50.35,51.22,-12.01,245,28.8,-0.3,-11.28,7.5,20,17.55,-291.52,-3.84,18.3,TRUE
10.56,20.65,29.22,-6.27,21,4.14,-0.15,2.4,-4.26,2,28.8,-268.52,-0.38,0.08,TRUE
5.62,64.65,51.22,-11.96,250,22.65,6.15,-9.22,10.8,20,17.64,-351.52,-10.84,19.2,TRUE
14.52,23.65,25.22,-6.29,15,4.8,4.86,2.24,-8.22,2,30.3,-256.52,-0.16,0.64,TRUE
11.09,28.65,29.22,-5.7,29,2.43,1.53,-0.46,-4.68,2,28.62,-267.52,1.02,1.56,FALSE
11.2,20.65,29.22,-5.8,18,2.01,1.35,-0.52,-4.8,2,31.08,-260.52,0.52,1.02,FALSE
8.4,-30.35,71.22,-10.46,15,18.45,-1.98,-6.08,3.72,20,21.33,-336.52,-7.14,10.1,FALSE
7.7,119.65,31.22,-13.41,345,31.65,3.63,-7.88,6.33,20,17.76,-356.52,-9.78,10.2,FALSE
6.92,-15.35,51.22,-9.96,290,36.3,-2.04,-4.44,7.02,20,17.16,-261.52,-0.98,15.9,FALSE
5.37,84.65,31.22,-12.51,135,15.6,2.67,-11.82,-0.57,20,13.2,-251.52,-12,17.7,TRUE
11.98,23.65,29.22,-6.06,2,0.03,10.08,0.48,-6.81,2,29.67,-256.52,0.56,0.7,FALSE
12.14,19.65,29.22,-5.32,41,5.04,4.95,1.74,-17.67,2,30.12,-265.52,1.96,1.88,FALSE
8.52,-40.35,51.22,-10.16,165,22.35,-3.21,-7.08,-3.63,20,25.11,-416.52,-6.12,14.2,FALSE
10.78,14.65,25.22,-5.87,20,3.12,0.9,3.66,-5.25,2,31.53,-235.52,3.84,0.68,FALSE
10.79,22.65,29.22,-6.23,22,3.3,2.16,1.3,-9.42,2,30.3,-251.52,-0.2,1.1,TRUE
5.41,44.65,51.22,-13.01,355,19.95,8.34,-11.08,11.94,20,17.4,-371.52,-9.64,14.7,FALSE
5.61,94.65,31.22,-15.16,300,29.4,5.85,-11.46,5.76,20,11.64,-236.52,-11.66,13.4,TRUE
10.23,17.65,25.22,-6.11,1,1.08,4.29,-1.44,-4.05,2,33.54,-246.52,0.1,0.6,FALSE
10.62,29.65,23.22,-6.36,23,2.31,1.32,-1.36,-2.64,2,33.51,-240.52,-0.78,1.52,TRUE
11.43,24.65,29.22,-6.01,17,0.63,4.29,1.18,-3.51,2,35.82,-259.52,-0.46,0.54,FALSE
8.61,49.65,51.22,-12.16,295,18.75,7.44,-10.2,10.29,20,17.73,-286.52,-5.78,10.7,FALSE
12.83,32.65,25.22,-5.96,18,3.18,1.26,2.98,-15.45,2,27.99,-261.52,-1.08,1.9,FALSE
7.52,-40.35,71.22,-10.76,295,17.7,0.87,2.92,9.36,20,16.41,-281.52,-9.8,18.6,TRUE
7.07,-70.35,51.22,-11.56,165,43.5,-2.94,-5.98,7.14,20,20.22,-326.52,-9.02,10.7,FALSE
9.1,49.65,51.22,-10.21,375,28.8,9.06,-4.22,-4.14,20,21.72,-326.52,-3.28,10.6,FALSE
4.89,94.65,31.22,-14.06,340,25.2,4.41,-11.72,9.03,20,10.53,-256.52,-9.46,19.6,TRUE
6.89,64.65,31.22,-11.36,170,41.1,-2.67,-8.62,6.93,20,16.56,-281.52,-8.94,12.6,FALSE
6.16,19.65,71.22,-10.51,35,18.45,1.89,-2.38,3.96,20,27.6,-286.52,-3.9,15.4,FALSE
5.04,49.65,51.22,-12.46,315,18.75,2.58,-8.88,8.52,20,14.34,-281.52,-10.52,18.9,TRUE
10.38,20.65,25.22,-6.18,9,5.82,-0.45,-1.42,-5.13,2,28.14,-263.52,6.36,0.74,TRUE
8.94,-0.35,71.22,-11.86,185,29.25,3.81,-9.38,8.25,20,15.72,-391.52,-8.74,12.8,FALSE
8.06,-50.35,51.22,-10.96,165,33.9,-1.62,-3.6,3.18,20,21.9,-416.52,-1.82,10.2,FALSE
10.4,16.65,25.22,-6.01,6,2.61,0,0.92,-3.96,2,31.05,-232.52,-1.38,0.38,TRUE
10.51,23.65,29.22,-5.99,36,4.44,7.68,-1.08,-5.4,2,29.43,-267.52,1.08,0.92,FALSE
